DATAFLOW,LAST UPDATE,freq,unit,isced11,iscedf13,sex,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Information and communication technologies,Total,North Macedonia,2014,741,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Information and communication technologies,Total,North Macedonia,2015,665,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Information and communication technologies,Total,North Macedonia,2016,567,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Information and communication technologies,Total,North Macedonia,2017,704,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Information and communication technologies,Total,North Macedonia,2018,621,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Information and communication technologies,Total,North Macedonia,2019,695,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Information and communication technologies,Total,North Macedonia,2020,520,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Information and communication technologies,Total,North Macedonia,2021,638,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Information and communication technologies,Total,Malta,2013,343,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Information and communication technologies,Total,Malta,2014,375,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Information and communication technologies,Total,Malta,2015,335,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Information and communication technologies,Total,Malta,2016,325,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Information and communication technologies,Total,Malta,2017,363,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Information and communication technologies,Total,Malta,2018,288,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Information and communication technologies,Total,Malta,2019,293,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Information and communication technologies,Total,Malta,2020,302,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Information and communication technologies,Total,Malta,2021,368,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Information and communication technologies,Total,Netherlands,2015,,d,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Information and communication technologies,Total,Netherlands,2017,3897,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Information and communication technologies,Total,Netherlands,2018,4508,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Information and communication technologies,Total,Netherlands,2019,5040,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Information and communication technologies,Total,Netherlands,2020,5584,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Information and communication technologies,Total,Netherlands,2021,6721,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Information and communication technologies,Total,Norway,2013,1371,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Information and communication technologies,Total,Norway,2014,1532,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Information and communication technologies,Total,Norway,2015,1510,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Information and communication technologies,Total,Norway,2016,1578,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Information and communication technologies,Total,Norway,2017,1959,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Information and communication technologies,Total,Norway,2018,2094,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Information and communication technologies,Total,Norway,2019,2328,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Information and communication technologies,Total,Norway,2020,2618,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Information and communication technologies,Total,Norway,2021,3464,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Information and communication technologies,Total,Poland,2014,16258,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Information and communication technologies,Total,Poland,2015,15744,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Information and communication technologies,Total,Poland,2016,15214,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Information and communication technologies,Total,Poland,2017,18259,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Information and communication technologies,Total,Poland,2018,17911,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Information and communication technologies,Total,Poland,2019,17270,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Information and communication technologies,Total,Poland,2020,15379,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Information and communication technologies,Total,Poland,2021,16564,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Information and communication technologies,Total,Portugal,2013,1055,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Information and communication technologies,Total,Portugal,2014,919,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Information and communication technologies,Total,Portugal,2015,862,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Information and communication technologies,Total,Portugal,2016,857,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Information and communication technologies,Total,Portugal,2017,1479,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Information and communication technologies,Total,Portugal,2018,1745,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Information and communication technologies,Total,Portugal,2019,1841,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Information and communication technologies,Total,Portugal,2020,2200,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Information and communication technologies,Total,Portugal,2021,2292,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Information and communication technologies,Total,Romania,2013,1543,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Information and communication technologies,Total,Romania,2014,1455,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Information and communication technologies,Total,Romania,2015,7142,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Information and communication technologies,Total,Romania,2016,5992,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Information and communication technologies,Total,Romania,2017,6750,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Information and communication technologies,Total,Romania,2018,7349,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Information and communication technologies,Total,Romania,2019,7879,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Information and communication technologies,Total,Romania,2020,8703,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Information and communication technologies,Total,Romania,2021,9054,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Information and communication technologies,Total,Serbia,2014,2774,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Information and communication technologies,Total,Serbia,2015,2506,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Information and communication technologies,Total,Serbia,2016,2564,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Information and communication technologies,Total,Serbia,2017,2780,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Information and communication technologies,Total,Serbia,2018,2567,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Information and communication technologies,Total,Serbia,2019,2816,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Information and communication technologies,Total,Serbia,2020,3163,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Information and communication technologies,Total,Serbia,2021,3174,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Information and communication technologies,Total,Sweden,2013,2484,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Information and communication technologies,Total,Sweden,2014,2710,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Information and communication technologies,Total,Sweden,2015,2758,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Information and communication technologies,Total,Sweden,2016,2914,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Information and communication technologies,Total,Sweden,2017,3145,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Information and communication technologies,Total,Sweden,2018,3233,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Information and communication technologies,Total,Sweden,2019,3327,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Information and communication technologies,Total,Sweden,2020,3983,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Information and communication technologies,Total,Sweden,2021,4895,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Information and communication technologies,Total,Slovenia,2013,705,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Information and communication technologies,Total,Slovenia,2014,775,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Information and communication technologies,Total,Slovenia,2015,647,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Information and communication technologies,Total,Slovenia,2016,1076,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Information and communication technologies,Total,Slovenia,2017,604,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Information and communication technologies,Total,Slovenia,2018,586,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Information and communication technologies,Total,Slovenia,2019,653,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Information and communication technologies,Total,Slovenia,2020,643,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Information and communication technologies,Total,Slovenia,2021,747,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Information and communication technologies,Total,Slovakia,2013,1826,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Information and communication technologies,Total,Slovakia,2014,1943,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Information and communication technologies,Total,Slovakia,2015,1752,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Information and communication technologies,Total,Slovakia,2016,1793,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Information and communication technologies,Total,Slovakia,2017,1691,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Information and communication technologies,Total,Slovakia,2018,1756,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Information and communication technologies,Total,Slovakia,2019,1562,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Information and communication technologies,Total,Slovakia,2020,1681,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Information and communication technologies,Total,Slovakia,2021,1737,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Information and communication technologies,Total,Türkiye,2014,16680,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Information and communication technologies,Total,Türkiye,2015,15123,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Information and communication technologies,Total,Türkiye,2016,13511,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Information and communication technologies,Total,Türkiye,2017,13883,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Information and communication technologies,Total,Türkiye,2018,14097,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Information and communication technologies,Total,Türkiye,2019,14351,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Information and communication technologies,Total,Türkiye,2020,21006,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Information and communication technologies,Total,Türkiye,2021,25905,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Information and communication technologies,Total,United Kingdom,2013,28458,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Information and communication technologies,Total,United Kingdom,2014,26918,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Information and communication technologies,Total,United Kingdom,2015,26741,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Information and communication technologies,Total,United Kingdom,2016,28127,d,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Information and communication technologies,Total,United Kingdom,2017,29464,d,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Information and communication technologies,Total,United Kingdom,2018,32807,d,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Information and communication technologies,Total,United Kingdom,2019,34538,d,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Total,Females,Albania,2021,21592,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Total,Females,Austria,2013,47746,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Total,Females,Austria,2014,45467,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Total,Females,Austria,2015,46259,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Total,Females,Austria,2016,45808,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Total,Females,Austria,2017,46735,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Total,Females,Austria,2018,45633,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Total,Females,Austria,2019,46175,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Total,Females,Austria,2020,48809,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Total,Females,Austria,2021,49842,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Total,Females,Bosnia and Herzegovina,2019,10670,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Total,Females,Bosnia and Herzegovina,2020,10066,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Total,Females,Bosnia and Herzegovina,2021,9886,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Total,Females,Belgium,2013,63749,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Total,Females,Belgium,2014,66320,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Total,Females,Belgium,2015,66898,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Total,Females,Belgium,2016,71054,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Total,Females,Belgium,2017,69187,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Total,Females,Belgium,2018,69410,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Total,Females,Belgium,2019,67555,d,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Total,Females,Belgium,2020,74721,d,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Total,Females,Belgium,2021,74229,d,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Total,Females,Bulgaria,2013,40317,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Total,Females,Bulgaria,2014,38013,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Total,Females,Bulgaria,2015,37717,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Total,Females,Bulgaria,2016,36961,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Total,Females,Bulgaria,2017,34506,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Total,Females,Bulgaria,2018,32801,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Total,Females,Bulgaria,2019,30962,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Total,Females,Bulgaria,2020,28158,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Total,Females,Bulgaria,2021,29033,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Total,Females,Switzerland,2013,39523,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Total,Females,Switzerland,2014,41381,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Total,Females,Switzerland,2015,41792,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Total,Females,Switzerland,2016,42770,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Total,Females,Switzerland,2017,43033,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Total,Females,Switzerland,2018,43450,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Total,Females,Switzerland,2019,45124,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Total,Females,Switzerland,2020,44985,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Total,Females,Switzerland,2021,48248,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Total,Females,Cyprus,2013,3880,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Total,Females,Cyprus,2014,4886,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Total,Females,Cyprus,2015,5057,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Total,Females,Cyprus,2016,5508,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Total,Females,Cyprus,2017,5957,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Total,Females,Cyprus,2018,5598,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Total,Females,Cyprus,2019,6602,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Total,Females,Cyprus,2020,6464,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Total,Females,Cyprus,2021,8260,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Total,Females,Czechia,2013,61723,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Total,Females,Czechia,2014,62939,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Total,Females,Czechia,2015,59386,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Total,Females,Czechia,2016,57087,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Total,Females,Czechia,2017,53344,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Total,Females,Czechia,2018,46351,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Total,Females,Czechia,2019,44483,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Total,Females,Czechia,2020,42509,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Total,Females,Czechia,2021,40741,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Total,Females,Germany,2013,251238,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Total,Females,Germany,2014,263630,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Total,Females,Germany,2015,273182,d,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Total,Females,Germany,2016,282373,d,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Total,Females,Germany,2017,290976,,
