DATAFLOW,LAST UPDATE,freq,unit,isced11,iscedf13,sex,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Information and communication technologies,Males,Finland,2013,2902,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Information and communication technologies,Males,Finland,2014,2846,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Information and communication technologies,Males,Finland,2015,3053,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Information and communication technologies,Males,Finland,2016,3141,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Information and communication technologies,Males,Finland,2017,2804,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Information and communication technologies,Males,Finland,2018,3196,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Information and communication technologies,Males,Finland,2019,3389,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Information and communication technologies,Males,Finland,2020,3589,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Information and communication technologies,Males,Finland,2021,3391,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Information and communication technologies,Males,France,2013,18821,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Information and communication technologies,Males,France,2014,18533,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Information and communication technologies,Males,France,2015,19231,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Information and communication technologies,Males,France,2016,19573,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Information and communication technologies,Males,France,2017,19181,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Information and communication technologies,Males,France,2018,22406,d,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Information and communication technologies,Males,France,2019,23426,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Information and communication technologies,Males,France,2020,24840,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Information and communication technologies,Males,France,2021,25251,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Information and communication technologies,Males,Croatia,2013,1066,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Information and communication technologies,Males,Croatia,2014,920,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Information and communication technologies,Males,Croatia,2015,1198,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Information and communication technologies,Males,Croatia,2016,1263,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Information and communication technologies,Males,Croatia,2017,1482,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Information and communication technologies,Males,Croatia,2018,1089,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Information and communication technologies,Males,Croatia,2019,1178,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Information and communication technologies,Males,Croatia,2020,1256,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Information and communication technologies,Males,Croatia,2021,1281,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Information and communication technologies,Males,Hungary,2013,1791,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Information and communication technologies,Males,Hungary,2014,1824,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Information and communication technologies,Males,Hungary,2015,1242,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Information and communication technologies,Males,Hungary,2016,2390,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Information and communication technologies,Males,Hungary,2017,2264,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Information and communication technologies,Males,Hungary,2018,2484,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Information and communication technologies,Males,Hungary,2019,2567,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Information and communication technologies,Males,Hungary,2020,4629,d,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Information and communication technologies,Males,Hungary,2021,3375,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Information and communication technologies,Males,Ireland,2013,2389,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Information and communication technologies,Males,Ireland,2014,2847,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Information and communication technologies,Males,Ireland,2015,3729,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Information and communication technologies,Males,Ireland,2016,4124,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Information and communication technologies,Males,Ireland,2017,4374,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Information and communication technologies,Males,Ireland,2018,4927,d,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Information and communication technologies,Males,Ireland,2019,4958,d,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Information and communication technologies,Males,Ireland,2020,5651,d,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Information and communication technologies,Males,Ireland,2021,5560,d,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Information and communication technologies,Males,Iceland,2013,92,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Information and communication technologies,Males,Iceland,2014,131,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Information and communication technologies,Males,Iceland,2015,139,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Information and communication technologies,Males,Iceland,2016,196,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Information and communication technologies,Males,Iceland,2017,196,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Information and communication technologies,Males,Iceland,2018,167,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Information and communication technologies,Males,Iceland,2019,177,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Information and communication technologies,Males,Iceland,2020,190,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Information and communication technologies,Males,Iceland,2021,155,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Information and communication technologies,Males,Italy,2013,2970,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Information and communication technologies,Males,Italy,2014,2878,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Information and communication technologies,Males,Italy,2015,9207,d,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Information and communication technologies,Males,Italy,2016,3174,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Information and communication technologies,Males,Italy,2017,3251,d,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Information and communication technologies,Males,Italy,2018,4030,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Information and communication technologies,Males,Italy,2019,4502,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Information and communication technologies,Males,Italy,2020,5225,p,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Information and communication technologies,Males,Italy,2021,5617,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Information and communication technologies,Males,Liechtenstein,2013,0,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Information and communication technologies,Males,Liechtenstein,2014,0,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Information and communication technologies,Males,Liechtenstein,2015,0,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Information and communication technologies,Males,Liechtenstein,2016,0,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Information and communication technologies,Males,Liechtenstein,2017,0,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Information and communication technologies,Males,Liechtenstein,2018,0,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Information and communication technologies,Males,Liechtenstein,2019,0,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Information and communication technologies,Males,Liechtenstein,2020,0,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Information and communication technologies,Males,Liechtenstein,2021,0,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Information and communication technologies,Males,Lithuania,2013,710,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Information and communication technologies,Males,Lithuania,2014,585,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Information and communication technologies,Males,Lithuania,2015,506,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Information and communication technologies,Males,Lithuania,2016,531,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Information and communication technologies,Males,Lithuania,2017,632,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Information and communication technologies,Males,Lithuania,2018,680,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Information and communication technologies,Males,Lithuania,2019,764,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Information and communication technologies,Males,Lithuania,2020,801,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Information and communication technologies,Males,Lithuania,2021,955,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Information and communication technologies,Males,Luxembourg,2013,58,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Information and communication technologies,Males,Luxembourg,2014,60,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Information and communication technologies,Males,Luxembourg,2015,83,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Information and communication technologies,Males,Luxembourg,2016,78,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Information and communication technologies,Males,Luxembourg,2017,69,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Information and communication technologies,Males,Luxembourg,2018,92,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Information and communication technologies,Males,Luxembourg,2019,72,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Information and communication technologies,Males,Luxembourg,2020,101,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Information and communication technologies,Males,Luxembourg,2021,119,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Information and communication technologies,Males,Latvia,2013,599,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Information and communication technologies,Males,Latvia,2014,534,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Information and communication technologies,Males,Latvia,2015,597,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Information and communication technologies,Males,Latvia,2016,580,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Information and communication technologies,Males,Latvia,2017,559,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Information and communication technologies,Males,Latvia,2018,537,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Information and communication technologies,Males,Latvia,2019,482,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Information and communication technologies,Males,Latvia,2020,514,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Information and communication technologies,Males,Latvia,2021,565,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Information and communication technologies,Males,Montenegro,2017,,d,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Information and communication technologies,Males,Montenegro,2018,,d,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Information and communication technologies,Males,Montenegro,2019,,d,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Information and communication technologies,Males,Montenegro,2020,,d,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Information and communication technologies,Males,Montenegro,2021,175,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Information and communication technologies,Males,North Macedonia,2013,563,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Information and communication technologies,Males,North Macedonia,2014,536,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Information and communication technologies,Males,North Macedonia,2015,437,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Information and communication technologies,Males,North Macedonia,2016,366,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Information and communication technologies,Males,North Macedonia,2017,457,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Information and communication technologies,Males,North Macedonia,2018,392,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Information and communication technologies,Males,North Macedonia,2019,440,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Information and communication technologies,Males,North Macedonia,2020,332,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Information and communication technologies,Males,North Macedonia,2021,416,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Information and communication technologies,Males,Malta,2013,295,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Information and communication technologies,Males,Malta,2014,308,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Information and communication technologies,Males,Malta,2015,274,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Information and communication technologies,Males,Malta,2016,276,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Information and communication technologies,Males,Malta,2017,305,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Information and communication technologies,Males,Malta,2018,242,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Information and communication technologies,Males,Malta,2019,247,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Information and communication technologies,Males,Malta,2020,261,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Information and communication technologies,Males,Malta,2021,307,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Information and communication technologies,Males,Netherlands,2015,,d,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Information and communication technologies,Males,Netherlands,2017,3333,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Information and communication technologies,Males,Netherlands,2018,3803,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Information and communication technologies,Males,Netherlands,2019,4268,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Information and communication technologies,Males,Netherlands,2020,4673,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Information and communication technologies,Males,Netherlands,2021,5431,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Information and communication technologies,Males,Norway,2013,1138,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Information and communication technologies,Males,Norway,2014,1290,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Information and communication technologies,Males,Norway,2015,1263,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Information and communication technologies,Males,Norway,2016,1326,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Information and communication technologies,Males,Norway,2017,1662,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Information and communication technologies,Males,Norway,2018,1727,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Information and communication technologies,Males,Norway,2019,1896,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Information and communication technologies,Males,Norway,2020,2107,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Information and communication technologies,Males,Norway,2021,2710,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Information and communication technologies,Males,Poland,2014,13432,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Information and communication technologies,Males,Poland,2015,12685,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Information and communication technologies,Males,Poland,2016,12491,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Information and communication technologies,Males,Poland,2017,14392,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Information and communication technologies,Males,Poland,2018,13816,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Information and communication technologies,Males,Poland,2019,13650,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Information and communication technologies,Males,Poland,2020,12062,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Information and communication technologies,Males,Poland,2021,13001,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Information and communication technologies,Males,Portugal,2013,814,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Information and communication technologies,Males,Portugal,2014,706,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Information and communication technologies,Males,Portugal,2015,681,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Information and communication technologies,Males,Portugal,2016,656,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Information and communication technologies,Males,Portugal,2017,1221,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Information and communication technologies,Males,Portugal,2018,1420,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Information and communication technologies,Males,Portugal,2019,1521,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Information and communication technologies,Males,Portugal,2020,1853,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Information and communication technologies,Males,Portugal,2021,1861,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Information and communication technologies,Males,Romania,2013,1079,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Information and communication technologies,Males,Romania,2014,974,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Information and communication technologies,Males,Romania,2015,4806,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Information and communication technologies,Males,Romania,2016,4003,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Information and communication technologies,Males,Romania,2017,4444,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Information and communication technologies,Males,Romania,2018,4817,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Information and communication technologies,Males,Romania,2019,5155,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Information and communication technologies,Males,Romania,2020,5764,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Information and communication technologies,Males,Romania,2021,5884,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Information and communication technologies,Males,Serbia,2014,2122,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Information and communication technologies,Males,Serbia,2015,1803,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Information and communication technologies,Males,Serbia,2016,1869,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Information and communication technologies,Males,Serbia,2017,2064,,
ESTAT:EDUC_UOE_GRAD02(1.0),07/10/25 23:00:00,Annual,Number,Tertiary education (levels 5-8),Information and communication technologies,Males,Serbia,2018,1834,,
